;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000066798;Peg10;354.6816571;1.591439317;0.670332147;0.272657134;2.458516809;0.013951225;0.506013586;paternally expressed 10;;;;
ENSRNOG00000066823;NA;560.4925701;0.577750092;-0.791482511;0.325704802;-2.430060921;0.015096285;0.506013586;NA;;;;
ENSRNOG00000066854;NA;761.1093161;0.647016822;-0.628124874;0.252911317;-2.483577572;0.013007;0.506013586;NA;;;;
ENSRNOG00000068121;NA;371.9594926;1.521611473;0.60560003;0.25102839;2.412476256;0.015844569;0.506013586;NA;;;;
ENSRNOG00000068923;NA;368.1726939;1.528685208;0.612291353;0.250189359;2.447311734;0.01439263;0.506013586;NA;;;;
ENSRNOG00000069992;Sgpp2;515.9424698;1.415355325;0.501164287;0.206255428;2.429823502;0.015106177;0.506013586;sphingosine-1-phosphate phosphatase 2;;;;
ENSRNOG00000016180;Pdp1;3322.606205;1.548988675;0.631326596;0.262025886;2.409405447;0.015978536;0.506263929;pyruvate dehydrogenase phosphatase catalytic subunit 1;;;;
ENSRNOG00000000186;Tst;1167.005735;0.671761958;-0.573977997;0.238891711;-2.402670203;0.016275859;0.509663619;thiosulfate sulfurtransferase;;;;
ENSRNOG00000000582;Ddo;558.1674121;0.649812866;-0.621903785;0.259757267;-2.39417281;0.016657898;0.509663619;D-aspartate oxidase;;;;
ENSRNOG00000006508;Thnsl2;228.4941732;0.707874603;-0.49843428;0.208460162;-2.39102894;0.016801228;0.509663619;threonine synthase-like 2;;;;
ENSRNOG00000007853;Prdm10;871.9267136;1.311496591;0.391214058;0.163111201;2.398449983;0.016464625;0.509663619;PR/SET domain 10;;;;
ENSRNOG00000011751;Ncdn;22285.62242;0.668776747;-0.580403407;0.241249257;-2.405824645;0.016136008;0.509663619;neurochondrin;;;;
ENSRNOG00000014107;Omg;6959.967751;1.549343716;0.631657236;0.263257731;2.399387228;0.016422538;0.509663619;oligodendrocyte-myelin glycoprotein;;;;
ENSRNOG00000017783;Sfrp1;289.1207467;0.315874903;-1.662574778;0.693017497;-2.399037231;0.016438243;0.509663619;secreted frizzled-related protein 1;;;;
ENSRNOG00000017939;Chn1;37837.17563;1.449644854;0.5356995;0.223062874;2.401562796;0.016325207;0.509663619;chimerin 1;;;;
ENSRNOG00000020060;Atf5;1200.551693;0.633905115;-0.657661186;0.273533174;-2.404319657;0.016202598;0.509663619;activating transcription factor 5;;;;
ENSRNOG00000024603;Rps15;4239.78887;0.71652427;-0.480912523;0.201177157;-2.390492688;0.016825784;0.509663619;ribosomal protein S15;;;;
ENSRNOG00000025484;Tmem177;156.5030915;0.629297314;-0.66818631;0.278792798;-2.396712952;0.016542878;0.509663619;transmembrane protein 177;;;;
ENSRNOG00000027756;Usf3;2865.333511;1.415913935;0.501733575;0.209000596;2.400632266;0.016366775;0.509663619;upstream transcription factor family member 3;;;;
ENSRNOG00000028512;Ilvbl;413.8255677;0.690920054;-0.533409307;0.222941217;-2.392600677;0.016729438;0.509663619;ilvB acetolactate synthase like;;;;
ENSRNOG00000029570;Fam222b;1844.226504;1.284222611;0.360895305;0.150716755;2.39452677;0.016641829;0.509663619;family with sequence similarity 222; member B;;;
ENSRNOG00000042309;Kiaa0408L;3579.41021;1.329921057;0.411340611;0.171739052;2.395148952;0.016613615;0.509663619;Kiaa0408-like;;;;
ENSRNOG00000042740;Mrpl42;908.2352121;1.533225638;0.616570027;0.257197591;2.397262064;0.016518105;0.509663619;mitochondrial ribosomal protein L42;;;;
ENSRNOG00000042741;Adgb;178.6361422;0.410008116;-1.286275628;0.537047997;-2.395085048;0.016616511;0.509663619;androglobin;;;;
ENSRNOG00000053288;Ank3;25406.74391;1.298301139;0.376625053;0.157523093;2.390919609;0.016806232;0.509663619;ankyrin 3;;;;
ENSRNOG00000053753;Thsd4;730.2928321;0.521541705;-0.939145473;0.392775854;-2.391046864;0.016800408;0.509663619;thrombospondin type 1 domain containing 4;;;;
ENSRNOG00000056487;Oxr1;20991.57776;1.335694323;0.417589881;0.174435865;2.39394508;0.016668244;0.509663619;oxidation resistance 1;;;;
ENSRNOG00000057476;NA;447.1683894;1.610966602;0.687926585;0.286989149;2.397047371;0.016527787;0.509663619;NA;;;;
ENSRNOG00000058938;Camkv;11241.66126;0.722784126;-0.468363273;0.195739984;-2.392782824;0.016721135;0.509663619;CaM kinase-like vesicle-associated;;;;
ENSRNOG00000062541;NA;81.69189994;0.558584921;-0.840151467;0.350780767;-2.395089885;0.016616291;0.509663619;NA;;;;
ENSRNOG00000013514;Maf1;1682.175142;0.692437791;-0.530243631;0.221890082;-2.389668013;0.016863609;0.509834519;MAF1 homolog; negative regulator of RNA polymerase III;;;
ENSRNOG00000000150;Dnajc1;1263.318792;1.397004262;0.482336422;0.202561592;2.381184002;0.01725709;0.509862614;DnaJ heat shock protein family (Hsp40) member C1;;;;
ENSRNOG00000000245;Slc16a6;199.6673463;1.523478463;0.607369105;0.255169891;2.380253808;0.017300717;0.509862614;solute carrier family 16; member 6;;;
ENSRNOG00000001404;Agfg2;1179.004029;0.737529205;-0.439227915;0.185119607;-2.372670953;0.017659989;0.509862614;ArfGAP with FG repeats 2;;;;
ENSRNOG00000004496;Rock2;19078.26353;1.457099259;0.543099159;0.227647107;2.385706393;0.017046354;0.509862614;Rho-associated coiled-coil containing protein kinase 2;;;;
ENSRNOG00000010737;Mbnl2;11080.97958;1.334591186;0.416397881;0.175658225;2.370500339;0.017764028;0.509862614;muscleblind-like splicing regulator 2;;;;
ENSRNOG00000013036;Epha8;125.0026297;0.570282807;-0.810250555;0.341699833;-2.371234858;0.017728762;0.509862614;Eph receptor A8;;;;
ENSRNOG00000013255;Dnajc8;3165.316203;1.385717494;0.470633165;0.197410405;2.384034237;0.017124009;0.509862614;DnaJ heat shock protein family (Hsp40) member C8;;;;
ENSRNOG00000015750;Wnt7b;1301.667743;0.682318194;-0.551483408;0.231973751;-2.37735264;0.017437409;0.509862614;Wnt family member 7B;;;;
ENSRNOG00000016128;Lrrc14;495.7171153;0.677403148;-0.561913403;0.235264396;-2.388433657;0.016920363;0.509862614;leucine rich repeat containing 14;;;;
ENSRNOG00000017780;Akr7a2;400.1016405;0.674480827;-0.568150662;0.239644915;-2.370802073;0.017749533;0.509862614;aldo-keto reductase family 7; member A2;;;
ENSRNOG00000019439;Polr2g;750.6937754;0.774660747;-0.368363456;0.155345819;-2.371247963;0.017728133;0.509862614;RNA polymerase II subunit G;;;;
ENSRNOG00000020068;Ndufaf3;636.276237;0.773974993;-0.36964114;0.155932924;-2.370513748;0.017763383;0.509862614;NADH:ubiquinone oxidoreductase complex assembly factor 3;;;;
ENSRNOG00000023935;Nrsn2;1520.877423;0.652720034;-0.615463775;0.259638348;-2.370465613;0.017765696;0.509862614;neurensin 2;;;;
ENSRNOG00000025764;Mt1;49.48805701;0.515454432;-0.9560832;0.403212092;-2.371166981;0.017732018;0.509862614;metallothionein 1;;;;
ENSRNOG00000027028;Lamtor4;544.7322362;0.674673291;-0.567739045;0.239108461;-2.374399645;0.017577514;0.509862614;late endosomal/lysosomal adaptor; MAPK and MTOR activator 4;;;
ENSRNOG00000030520;Sarnp;2336.754471;1.431771165;0.51780093;0.218285753;2.37212426;0.017686142;0.509862614;SAP domain containing ribonucleoprotein;;;;
ENSRNOG00000030871;Calm2-ps2;444.73587;1.688729191;0.755937992;0.317149959;2.383534886;0.017147259;0.509862614;calmodulin 2; pseudogene 2;;;
ENSRNOG00000034191;Fmo1;133.5009275;0.398241609;-1.328284132;0.559120657;-2.375666351;0.017517294;0.509862614;flavin containing dimethylaniline monoxygenase 1;;;;
ENSRNOG00000043114;Tomm7;1183.587838;0.722319842;-0.469290293;0.196952613;-2.382757388;0.017183515;0.509862614;translocase of outer mitochondrial membrane 7;;;;
ENSRNOG00000043419;Hist3h2ba;381.7601478;0.590521212;-0.759939213;0.319168485;-2.380997024;0.017265851;0.509862614;histone cluster 3; H2ba;;;
ENSRNOG00000047052;Clpp;659.5322531;0.708143236;-0.497886892;0.209738711;-2.37384358;0.017604006;0.509862614;caseinolytic mitochondrial matrix peptidase proteolytic subunit;;;;
ENSRNOG00000048113;Cbx8;101.2153842;0.555719765;-0.847570542;0.356697098;-2.376163266;0.01749372;0.509862614;chromobox 8;;;;
ENSRNOG00000049385;Adamtsl4;42.22465405;0.362288001;-1.464791071;0.617130979;-2.373549734;0.01761802;0.509862614;ADAMTS-like 4;;;;
ENSRNOG00000059428;LOC100125366;61.08635806;0.535695702;-0.900514374;0.379140371;-2.375147686;0.01754193;0.509862614;40S ribosomal protein S2;;;;
ENSRNOG00000062896;LOC100911252;3695.102233;1.365456259;0.449383099;0.189304698;2.373861319;0.017603161;0.509862614;peptidyl-prolyl cis-trans isomerase A-like;;;;
ENSRNOG00000064385;Ftl1;3301.521053;0.659671963;-0.600179305;0.252457783;-2.377345227;0.017437759;0.509862614;ferritin light chain 1;;;;
ENSRNOG00000066033;LOC103689966;1146.332757;0.696045486;-0.522746507;0.219798697;-2.378296657;0.017392827;0.509862614;MARCKS-related protein-like;;;;
ENSRNOG00000067673;NA;52.48054989;0.440239465;-1.183639615;0.499228237;-2.370938834;0.017742967;0.509862614;NA;;;;
ENSRNOG00000001113;Mmd2;6374.159363;0.723259324;-0.467415077;0.197572574;-2.365789272;0.017991682;0.510362234;monocyte to macrophage differentiation-associated 2;;;;
ENSRNOG00000002919;Gfap;10380.46936;0.705371343;-0.50354513;0.213381148;-2.359838883;0.018282874;0.510362234;glial fibrillary acidic protein;;;;
ENSRNOG00000004837;Limd1;310.1801726;0.674886665;-0.567282848;0.239786317;-2.365784899;0.017991894;0.510362234;LIM domain containing 1;;;;
ENSRNOG00000007666;Cacnb4;8103.480813;1.293596296;0.371387453;0.15722486;2.362142048;0.018169679;0.510362234;calcium voltage-gated channel auxiliary subunit beta 4;;;;
ENSRNOG00000010291;Slc46a1;169.7465917;0.626926346;-0.673632137;0.28477813;-2.365463023;0.018007541;0.510362234;solute carrier family 46 member 1;;;;
ENSRNOG00000010597;Slc5a7;193.2174281;0.553365338;-0.853695817;0.360580204;-2.367561523;0.017905743;0.510362234;solute carrier family 5 member 7;;;;
ENSRNOG00000012053;S100a16;1305.581007;0.702984184;-0.508435864;0.215140323;-2.363275548;0.018114196;0.510362234;S100 calcium binding protein A16;;;;
ENSRNOG00000014424;Kiaa1755;227.840919;0.577774343;-0.791421954;0.33459569;-2.365308273;0.018015068;0.510362234;KIAA1755 ortholog;;;;
ENSRNOG00000015962;Nmnat1;581.0379709;1.461302288;0.547254648;0.231619413;2.362732214;0.018140772;0.510362234;nicotinamide nucleotide adenylyltransferase 1;;;;
ENSRNOG00000021035;Rpl18;2173.717085;0.769670715;-0.377686739;0.160052646;-2.359765674;0.018286482;0.510362234;ribosomal protein L18;;;;
ENSRNOG00000042449;Cdc42se2;5230.370147;0.763922839;-0.388501171;0.164403174;-2.363100187;0.01812277;0.510362234;CDC42 small effector 2;;;;
ENSRNOG00000060310;LOC688815;575.0217889;0.731281647;-0.45150094;0.190982115;-2.364100637;0.018073902;0.510362234;similar to prohibitin;;;;
ENSRNOG00000062473;Bbc3;102.5861752;0.561327088;-0.833086413;0.351932664;-2.367175598;0.017924426;0.510362234;Bcl-2 binding component 3;;;;
ENSRNOG00000063221;Ncoa4;42.89462841;2.646501168;1.404086291;0.59477724;2.360692704;0.018240839;0.510362234;nuclear receptor coactivator 4;;;;
ENSRNOG00000064442;Tmem74b;647.411202;0.715655848;-0.482662119;0.204500437;-2.360200916;0.01826504;0.510362234;transmembrane protein 74B;;;;
ENSRNOG00000071039;LOC685699;67.40187707;0.472339064;-1.082105239;0.458612301;-2.359520749;0.018298558;0.510362234;hypothetical protein LOC685699;;;;
ENSRNOG00000031127;Snrpel1;501.0737024;1.625134084;0.700558754;0.297075206;2.358186546;0.018364462;0.511300182;small nuclear ribonucleoprotein polypeptide E like1;;;;
ENSRNOG00000017249;Zfp366;560.2155932;1.546013955;0.628553341;0.266709618;2.356695446;0.018438362;0.51245707;zinc finger protein 366;;;;
ENSRNOG00000020623;Aldh16a1;563.9998112;0.642662816;-0.637866094;0.271154588;-2.352407528;0.018652327;0.517495906;aldehyde dehydrogenase 16 family; member A1;;;
ENSRNOG00000017893;Baiap3;297.6804397;0.476417972;-1.069700257;0.454927417;-2.351364673;0.018704692;0.517576278;BAI1-associated protein 3;;;;
ENSRNOG00000026589;Dpy19l1;4717.061729;1.353955497;0.43718032;0.18595117;2.351049047;0.018720566;0.517576278;dpy-19 like C-mannosyltransferase 1;;;;
ENSRNOG00000000455;Tap2;164.2871223;0.625205909;-0.67759668;0.288313157;-2.350210749;0.018762784;0.517839771;transporter 2; ATP binding cassette subfamily B member;;;
ENSRNOG00000000599;Lama4;1170.943582;1.331649453;0.413214354;0.175910139;2.349008172;0.018823494;0.518611803;laminin subunit alpha 4;;;;
ENSRNOG00000014984;Dmwd;2183.821727;0.699787274;-0.515011666;0.219559407;-2.345659764;0.018993437;0.518993382;DM1 locus; WD repeat containing;;;
ENSRNOG00000015036;Ccn2;848.2845733;0.646505613;-0.629265199;0.268056017;-2.347513804;0.018899173;0.518993382;cellular communication network factor 2;;;;
ENSRNOG00000016306;Adgrv1;889.5039549;0.659011985;-0.601623391;0.256359512;-2.346795668;0.018935636;0.518993382;adhesion G protein-coupled receptor V1;;;;
ENSRNOG00000023633;Crabp1;62.60061303;0.394538282;-1.341762802;0.57221294;-2.344866234;0.019033907;0.518993382;cellular retinoic acid binding protein 1;;;;
ENSRNOG00000027016;Cobll1;798.3370335;1.456242612;0.54225073;0.231192519;2.34545102;0.019004075;0.518993382;cordon-bleu WH2 repeat protein-like 1;;;;
ENSRNOG00000070266;Ccdc85b;1206.875677;0.595300348;-0.748310356;0.319041734;-2.345493634;0.019001903;0.518993382;coiled-coil domain containing 85B;;;;
ENSRNOG00000055579;Tmbim6;10952.06193;0.737574213;-0.439139877;0.18747676;-2.342369675;0.019161725;0.520816244;transmembrane BAX inhibitor motif containing 6;;;;
ENSRNOG00000056458;Cep290;2060.143215;1.422167543;0.508091437;0.21692206;2.34227647;0.019166511;0.520816244;centrosomal protein 290;;;;
ENSRNOG00000000700;Tmem119;371.5041831;0.579139137;-0.788018101;0.337428045;-2.335366347;0.019524291;0.521273261;transmembrane protein 119;;;;
ENSRNOG00000002104;Scaf4;1886.98385;1.23780014;0.30777839;0.133072123;2.312869015;0.020729842;0.521273261;SR-related CTD-associated factor 4;;;;
ENSRNOG00000004332;Egfr;763.8900872;0.776074445;-0.365733046;0.157888523;-2.316400459;0.020536414;0.521273261;epidermal growth factor receptor;;;;
ENSRNOG00000004489;Adgre5;357.3249775;1.591201188;0.670116258;0.289671515;2.313366083;0.02070252;0.521273261;adhesion G protein-coupled receptor E5;;;;
ENSRNOG00000005184;Nop10;1374.174859;1.410906919;0.496622813;0.212436244;2.337749924;0.019400225;0.521273261;NOP10 ribonucleoprotein;;;;
ENSRNOG00000005446;Gna11;3350.773577;0.670842011;-0.575955056;0.247297577;-2.328995955;0.01985928;0.521273261;G protein subunit alpha 11;;;;
ENSRNOG00000006359;Galk1;310.9049196;0.663009757;-0.592897992;0.254341049;-2.331114049;0.019747347;0.521273261;galactokinase 1;;;;
ENSRNOG00000006916;Sardh;720.9668206;0.66243057;-0.594158842;0.253881217;-2.340302484;0.019268127;0.521273261;sarcosine dehydrogenase;;;;
ENSRNOG00000007031;Trim9;13376.91336;1.303673451;0.382582543;0.163961085;2.333374057;0.019628522;0.521273261;tripartite motif-containing 9;;;;
ENSRNOG00000009084;Rpusd3;232.155126;0.595381479;-0.748113752;0.323451269;-2.312910238;0.020727575;0.521273261;RNA pseudouridine synthase D3;;;;
ENSRNOG00000009299;Adra2c;229.5033985;0.590347907;-0.760362673;0.325160685;-2.338421302;0.019365404;0.521273261;adrenoceptor alpha 2C;;;;
ENSRNOG00000010199;Glrb;6515.32424;1.353704013;0.436912329;0.188440178;2.318573108;0.020418195;0.521273261;glycine receptor; beta;;;
ENSRNOG00000011680;Il16;348.1471765;0.599092957;-0.739148223;0.318319941;-2.322029275;0.020231359;0.521273261;interleukin 16;;;;
ENSRNOG00000013196;Dok5;1503.61627;1.433025644;0.519064426;0.223485925;2.322582175;0.020201609;0.521273261;docking protein 5;;;;
ENSRNOG00000014362;Nudt14;207.7012548;0.606301173;-0.721893482;0.312015517;-2.313646094;0.020687143;0.521273261;nudix hydrolase 14;;;;
ENSRNOG00000014776;Adcy7;171.0375007;0.631140704;-0.663966425;0.283948304;-2.338335588;0.019369846;0.521273261;adenylate cyclase 7;;;;
ENSRNOG00000015068;Il11ra1;490.3709371;0.713993665;-0.486016822;0.208349693;-2.332697566;0.019664024;0.521273261;interleukin 11 receptor subunit alpha 1;;;;
ENSRNOG00000015781;Ndst3;1352.894065;1.397330431;0.48267322;0.206989365;2.331874489;0.019707295;0.521273261;N-deacetylase and N-sulfotransferase 3;;;;
ENSRNOG00000016143;Gpr162;5119.451527;0.617060395;-0.696516395;0.300947281;-2.314413313;0.020645061;0.521273261;G protein-coupled receptor 162;;;;
ENSRNOG00000017036;Sec11c;2644.543581;1.454703007;0.540724642;0.232623568;2.324461987;0.020100747;0.521273261;SEC11 homolog C; signal peptidase complex subunit;;;
ENSRNOG00000017930;Lpcat1;1431.050851;0.77147436;-0.374309885;0.161781707;-2.313672487;0.020685694;0.521273261;lysophosphatidylcholine acyltransferase 1;;;;
ENSRNOG00000018176;Rab6a;26436.84323;1.410458246;0.496163959;0.213637626;2.322455876;0.020208402;0.521273261;RAB6A; member RAS oncogene family;;;
ENSRNOG00000018433;Hps6;254.3188838;0.624123291;-0.680097044;0.29331745;-2.318638201;0.020414662;0.521273261;HPS6; biogenesis of lysosomal organelles complex 2 subunit 3;;;
ENSRNOG00000019036;Ldhd;357.3120118;0.731246782;-0.451569723;0.194442873;-2.322377346;0.020212626;0.521273261;lactate dehydrogenase D;;;;
ENSRNOG00000019177;Psd2;4411.531936;0.765885114;-0.384800097;0.164753006;-2.335618063;0.019511156;0.521273261;pleckstrin and Sec7 domain containing 2;;;;
ENSRNOG00000019940;Ssr2;862.0284827;0.69344658;-0.528143347;0.227413979;-2.32238735;0.020212088;0.521273261;signal sequence receptor subunit 2;;;;
ENSRNOG00000020233;Rabac1;2277.479053;0.660362612;-0.598669653;0.258801581;-2.313238006;0.020709557;0.521273261;Rab acceptor 1;;;;
ENSRNOG00000020557;Ryr1;1503.014664;0.596202953;-0.746124574;0.320656149;-2.326868129;0.019972285;0.521273261;ryanodine receptor 1;;;;
ENSRNOG00000022910;Emcn;655.5208844;1.567588641;0.648547024;0.280226314;2.314368746;0.020647504;0.521273261;endomucin;;;;
ENSRNOG00000024460;Tars3;1506.261888;1.357297708;0.440737194;0.189998323;2.31968992;0.020357658;0.521273261;threonyl-tRNA synthetase 3;;;;
ENSRNOG00000024954;Mgat5b;2797.531424;0.770262426;-0.376578043;0.162568149;-2.31643188;0.0205347;0.521273261;alpha-1;6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B;;;
ENSRNOG00000025476;Tmem252;39.14170685;0.376756355;-1.408296247;0.605721948;-2.324987977;0.020072603;0.521273261;transmembrane protein 252;;;;
ENSRNOG00000029220;Zmym5;1561.742029;1.332946684;0.414619076;0.179188512;2.31387086;0.020674807;0.521273261;zinc finger MYM-type containing 5;;;;
ENSRNOG00000039745;Pm20d1;38.13383879;0.429459469;-1.219406112;0.522361231;-2.334411593;0.01957418;0.521273261;peptidase M20 domain containing 1;;;;
ENSRNOG00000045829;Thbs1;224.6782207;0.251164051;-1.993298107;0.856236479;-2.327976158;0.01991337;0.521273261;thrombospondin 1;;;;
ENSRNOG00000048424;NA;19.90325596;3.694556116;1.885401042;0.811606894;2.3230471;0.020176622;0.521273261;NA;;;;
ENSRNOG00000049491;RT1-DMb;295.0480222;0.699005568;-0.516624147;0.221858174;-2.328623454;0.019879022;0.521273261;RT1 class II; locus DMb;;;
ENSRNOG00000056226;Cenpq;101.8982966;1.633015573;0.707538549;0.305834421;2.313469317;0.02069685;0.521273261;centromere protein Q;;;;
ENSRNOG00000058900;LOC120094650;95.18466687;2.438976452;1.286275829;0.552574072;2.327788969;0.019923312;0.521273261;uncharacterized LOC120094650;;;;
ENSRNOG00000062931;LOC102550657;1420.505539;1.412204444;0.497948962;0.213025813;2.337505273;0.019412927;0.521273261;zinc finger protein 569-like;;;;
ENSRNOG00000064866;Rnf183;14.63696664;0.267617036;-1.901758139;0.813807929;-2.336863616;0.019446277;0.521273261;ring finger protein 183;;;;
ENSRNOG00000065213;Ccdc85c;2611.511523;0.662672793;-0.593631407;0.253781369;-2.339144945;0.019327933;0.521273261;coiled-coil domain containing 85C;;;;
ENSRNOG00000067077;Aph1bl2;475.6064475;0.748239479;-0.418428008;0.180353057;-2.32004943;0.020338204;0.521273261;aph-1 homolog B; gamma secretase subunit like 2;;;
ENSRNOG00000069207;NA;21.11116771;2.336110491;1.224108511;0.528817626;2.314802779;0.020623728;0.521273261;NA;;;;
ENSRNOG00000069385;NA;641.5188067;1.496190846;0.581294209;0.24931585;2.331557376;0.019723988;0.521273261;NA;;;;
ENSRNOG00000069647;NA;10120.52324;1.394680875;0.479935049;0.206245421;2.32700947;0.019964761;0.521273261;NA;;;;
